Watching for file changes with StatReloader
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\admin.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 20:14:13
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\models.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 20:14:58
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\admin.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 20:57:21
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

WARNING: This is a development server. Do not use it in a production setting. Use a production WSGI or ASGI server instead.
For more information on production servers see: https://docs.djangoproject.com/en/5.2/howto/deployment/
Watching for file changes with StatReloader
C:\Users\USER\xadobaltic\core\models.py changed, reloading.
Performing system checks...

System check identified no issues (0 silenced).
June 15, 2026 - 20:57:27
Django version 5.2, using settings 'xadobaltic.settings'
Starting development server at http://127.0.0.1:8002/
Quit the server with CTRL-BREAK.

